GÉNERO,ÉPOCA,PRESIDENTE,MODALIDADE,COMPETIÇÃO,VENCEDOR
Masculino,2015/16,Luís Filipe Vieira,Basquetebol,Campeonato,FC Porto
Masculino,2015/16,Luís Filipe Vieira,Basquetebol,Supertaça,SL Benfica
Masculino,2015/16,Luís Filipe Vieira,Basquetebol,Taça,SL Benfica
Masculino,2015/16,Luís Filipe Vieira,Basquetebol,Outros,FC Porto
Masculino,2014/15,Luís Filipe Vieira,Basquetebol,Campeonato,SL Benfica
Masculino,2014/15,Luís Filipe Vieira,Basquetebol,Supertaça,SL Benfica
Masculino,2014/15,Luís Filipe Vieira,Basquetebol,Taça,SL Benfica
Masculino,2014/15,Luís Filipe Vieira,Basquetebol,Outros,SL Benfica
Masculino,2013/14,Luís Filipe Vieira,Basquetebol,Campeonato,SL Benfica
Masculino,2013/14,Luís Filipe Vieira,Basquetebol,Supertaça,SL Benfica
Masculino,2013/14,Luís Filipe Vieira,Basquetebol,Taça,SL Benfica
Masculino,2013/14,Luís Filipe Vieira,Basquetebol,Outros,SL Benfica
Masculino,2012/13,Luís Filipe Vieira,Basquetebol,Campeonato,SL Benfica
Masculino,2012/13,Luís Filipe Vieira,Basquetebol,Supertaça,SL Benfica
Masculino,2012/13,Luís Filipe Vieira,Basquetebol,Taça,Outro
Masculino,2012/13,Luís Filipe Vieira,Basquetebol,Outros,SL Benfica
Masculino,2011/12,Luís Filipe Vieira,Basquetebol,Campeonato,SL Benfica
Masculino,2011/12,Luís Filipe Vieira,Basquetebol,Supertaça,FC Porto
Masculino,2011/12,Luís Filipe Vieira,Basquetebol,Taça,FC Porto
Masculino,2011/12,Luís Filipe Vieira,Basquetebol,Outros,FC Porto
Masculino,2010/11,Luís Filipe Vieira,Basquetebol,Campeonato,FC Porto
Masculino,2010/11,Luís Filipe Vieira,Basquetebol,Supertaça,SL Benfica
Masculino,2010/11,Luís Filipe Vieira,Basquetebol,Taça,Outro
Masculino,2010/11,Luís Filipe Vieira,Basquetebol,Outros,SL Benfica
Masculino,2009/10,Luís Filipe Vieira,Basquetebol,Campeonato,SL Benfica
Masculino,2009/10,Luís Filipe Vieira,Basquetebol,Supertaça,SL Benfica
Masculino,2009/10,Luís Filipe Vieira,Basquetebol,Taça,FC Porto
Masculino,2009/10,Luís Filipe Vieira,Basquetebol,Outros,FC Porto
Masculino,2008/09,Luís Filipe Vieira,Basquetebol,Campeonato,SL Benfica
Masculino,2008/09,Luís Filipe Vieira,Basquetebol,Supertaça,Outro
Masculino,2008/09,Luís Filipe Vieira,Basquetebol,Taça,Outro
Masculino,2008/09,Luís Filipe Vieira,Basquetebol,Outros,
Masculino,2007/08,Luís Filipe Vieira,Basquetebol,Campeonato,Outro
Masculino,2007/08,Luís Filipe Vieira,Basquetebol,Supertaça,Outro
Masculino,2007/08,Luís Filipe Vieira,Basquetebol,Taça,Outro
Masculino,2007/08,Luís Filipe Vieira,Basquetebol,Outros,FC Porto
Masculino,2006/07,Luís Filipe Vieira,Basquetebol,Campeonato,Outro
Masculino,2006/07,Luís Filipe Vieira,Basquetebol,Supertaça,Outro
Masculino,2006/07,Luís Filipe Vieira,Basquetebol,Taça,FC Porto
Masculino,2006/07,Luís Filipe Vieira,Basquetebol,Outros,Outro
Masculino,2005/06,Luís Filipe Vieira,Basquetebol,Campeonato,Outro
Masculino,2005/06,Luís Filipe Vieira,Basquetebol,Supertaça,Outro
Masculino,2005/06,Luís Filipe Vieira,Basquetebol,Taça,FC Porto
Masculino,2005/06,Luís Filipe Vieira,Basquetebol,Outros,Outro
Masculino,2004/05,Luís Filipe Vieira,Basquetebol,Campeonato,Outro
Masculino,2004/05,Luís Filipe Vieira,Basquetebol,Supertaça,FC Porto
Masculino,2004/05,Luís Filipe Vieira,Basquetebol,Taça,Outro
Masculino,2004/05,Luís Filipe Vieira,Basquetebol,Outros,Outro
Masculino,2003/04,Luís Filipe Vieira,Basquetebol,Campeonato,FC Porto
Masculino,2003/04,Luís Filipe Vieira,Basquetebol,Supertaça,Outro
Masculino,2003/04,Luís Filipe Vieira,Basquetebol,Taça,FC Porto
Masculino,2003/04,Luís Filipe Vieira,Basquetebol,Outros,FC Porto
Masculino,2002/03,Manuel Vilarinho,Basquetebol,Campeonato,Outro
Masculino,2002/03,Manuel Vilarinho,Basquetebol,Supertaça,Outro
Masculino,2002/03,Manuel Vilarinho,Basquetebol,Taça,Outro
Masculino,2002/03,Manuel Vilarinho,Basquetebol,Outros,Outro
Masculino,2001/02,Manuel Vilarinho,Basquetebol,Campeonato,Outro
Masculino,2001/02,Manuel Vilarinho,Basquetebol,Supertaça,Outro
Masculino,2001/02,Manuel Vilarinho,Basquetebol,Taça,Outro
Masculino,2001/02,Manuel Vilarinho,Basquetebol,Outros,FC Porto
Masculino,2000/01,Manuel Vilarinho,Basquetebol,Campeonato,Outro
Masculino,2000/01,Manuel Vilarinho,Basquetebol,Supertaça,Outro
Masculino,2000/01,Manuel Vilarinho,Basquetebol,Taça,Outro
Masculino,2000/01,Manuel Vilarinho,Basquetebol,Outros,Outro
Masculino,2025/26,Rui Costa,Futebol,Campeonato,FC Porto
Masculino,2025/26,Rui Costa,Futebol,Supertaça,SL Benfica
Masculino,2025/26,Rui Costa,Futebol,Outros,Outro
Masculino,2025/26,Rui Costa,Futebol,Taça,Outro
Masculino,2024/25,Rui Costa,Futebol,Campeonato,Sporting CP
Masculino,2024/25,Rui Costa,Futebol,Supertaça,FC Porto
Masculino,2024/25,Rui Costa,Futebol,Outros,SL Benfica
Masculino,2024/25,Rui Costa,Futebol,Taça,Sporting CP
Masculino,2023/24,Rui Costa,Futebol,Campeonato,Sporting CP
Masculino,2023/24,Rui Costa,Futebol,Supertaça,SL Benfica
Masculino,2023/24,Rui Costa,Futebol,Outros,Outro
Masculino,2023/24,Rui Costa,Futebol,Taça,FC Porto
Masculino,2022/23,Rui Costa,Futebol,Campeonato,SL Benfica
Masculino,2022/23,Rui Costa,Futebol,Supertaça,FC Porto
Masculino,2022/23,Rui Costa,Futebol,Outros,FC Porto
Masculino,2022/23,Rui Costa,Futebol,Taça,FC Porto
Masculino,2021/22,Rui Costa,Futebol,Campeonato,FC Porto
Masculino,2021/22,Rui Costa,Futebol,Supertaça,Sporting CP
Masculino,2021/22,Rui Costa,Futebol,Outros,Sporting CP
Masculino,2021/22,Rui Costa,Futebol,Taça,FC Porto
Masculino,2020/21,Luís Filipe Vieira,Futebol,Campeonato,Sporting CP
Masculino,2020/21,Luís Filipe Vieira,Futebol,Supertaça,FC Porto
Masculino,2020/21,Luís Filipe Vieira,Futebol,Outros,Sporting CP
Masculino,2020/21,Luís Filipe Vieira,Futebol,Taça,Outro
Masculino,2019/20,Luís Filipe Vieira,Futebol,Campeonato,FC Porto
Masculino,2019/20,Luís Filipe Vieira,Futebol,Supertaça,SL Benfica
Masculino,2019/20,Luís Filipe Vieira,Futebol,Outros,Outro
Masculino,2019/20,Luís Filipe Vieira,Futebol,Taça,FC Porto
Masculino,2018/19,Luís Filipe Vieira,Futebol,Campeonato,SL Benfica
Masculino,2018/19,Luís Filipe Vieira,Futebol,Supertaça,FC Porto
Masculino,2018/19,Luís Filipe Vieira,Futebol,Outros,Sporting CP
Masculino,2018/19,Luís Filipe Vieira,Futebol,Taça,Sporting CP
Masculino,2017/18,Luís Filipe Vieira,Futebol,Campeonato,FC Porto
Masculino,2017/18,Luís Filipe Vieira,Futebol,Supertaça,SL Benfica
Masculino,2017/18,Luís Filipe Vieira,Futebol,Outros,Sporting CP
Masculino,2017/18,Luís Filipe Vieira,Futebol,Taça,Outro
Masculino,2016/17,Luís Filipe Vieira,Futebol,Campeonato,SL Benfica
Masculino,2016/17,Luís Filipe Vieira,Futebol,Supertaça,SL Benfica
Masculino,2016/17,Luís Filipe Vieira,Futebol,Outros,Outro
Masculino,2016/17,Luís Filipe Vieira,Futebol,Taça,SL Benfica
Masculino,2015/16,Luís Filipe Vieira,Futebol,Campeonato,SL Benfica
Masculino,2015/16,Luís Filipe Vieira,Futebol,Supertaça,Sporting CP
Masculino,2015/16,Luís Filipe Vieira,Futebol,Outros,SL Benfica
Masculino,2015/16,Luís Filipe Vieira,Futebol,Taça,Outro
Masculino,2014/15,Luís Filipe Vieira,Futebol,Campeonato,SL Benfica
Masculino,2014/15,Luís Filipe Vieira,Futebol,Supertaça,SL Benfica
Masculino,2014/15,Luís Filipe Vieira,Futebol,Outros,SL Benfica
Masculino,2014/15,Luís Filipe Vieira,Futebol,Taça,Sporting CP
Masculino,2013/14,Luís Filipe Vieira,Futebol,Campeonato,SL Benfica
Masculino,2013/14,Luís Filipe Vieira,Futebol,Supertaça,FC Porto
Masculino,2013/14,Luís Filipe Vieira,Futebol,Outros,SL Benfica
Masculino,2013/14,Luís Filipe Vieira,Futebol,Taça,SL Benfica
Masculino,2012/13,Luís Filipe Vieira,Futebol,Campeonato,FC Porto
Masculino,2012/13,Luís Filipe Vieira,Futebol,Supertaça,FC Porto
Masculino,2012/13,Luís Filipe Vieira,Futebol,Outros,Outro
Masculino,2012/13,Luís Filipe Vieira,Futebol,Taça,Outro
Masculino,2011/12,Luís Filipe Vieira,Futebol,Campeonato,FC Porto
Masculino,2011/12,Luís Filipe Vieira,Futebol,Supertaça,FC Porto
Masculino,2011/12,Luís Filipe Vieira,Futebol,Outros,SL Benfica
Masculino,2011/12,Luís Filipe Vieira,Futebol,Taça,Outro
Masculino,2010/11,Luís Filipe Vieira,Futebol,Campeonato,FC Porto
Masculino,2010/11,Luís Filipe Vieira,Futebol,Supertaça,FC Porto
Masculino,2010/11,Luís Filipe Vieira,Futebol,Outros,SL Benfica
Masculino,2010/11,Luís Filipe Vieira,Futebol,Taça,FC Porto
Masculino,2010/11,Luís Filipe Vieira,Futebol,Europa,FC Porto
Masculino,2009/10,Luís Filipe Vieira,Futebol,Campeonato,SL Benfica
Masculino,2009/10,Luís Filipe Vieira,Futebol,Supertaça,FC Porto
Masculino,2009/10,Luís Filipe Vieira,Futebol,Outros,SL Benfica
Masculino,2009/10,Luís Filipe Vieira,Futebol,Taça,FC Porto
Masculino,2008/09,Luís Filipe Vieira,Futebol,Campeonato,FC Porto
Masculino,2008/09,Luís Filipe Vieira,Futebol,Supertaça,Sporting CP
Masculino,2008/09,Luís Filipe Vieira,Futebol,Outros,SL Benfica
Masculino,2008/09,Luís Filipe Vieira,Futebol,Taça,FC Porto
Masculino,2007/08,Luís Filipe Vieira,Futebol,Campeonato,FC Porto
Masculino,2007/08,Luís Filipe Vieira,Futebol,Supertaça,Sporting CP
Masculino,2007/08,Luís Filipe Vieira,Futebol,Outros,Outro
Masculino,2007/08,Luís Filipe Vieira,Futebol,Taça,Sporting CP
Masculino,2006/07,Luís Filipe Vieira,Futebol,Campeonato,FC Porto
Masculino,2006/07,Luís Filipe Vieira,Futebol,Supertaça,FC Porto
Masculino,2006/07,Luís Filipe Vieira,Futebol,Taça,Sporting CP
Masculino,2005/06,Luís Filipe Vieira,Futebol,Campeonato,FC Porto
Masculino,2005/06,Luís Filipe Vieira,Futebol,Supertaça,SL Benfica
Masculino,2005/06,Luís Filipe Vieira,Futebol,Taça,FC Porto
Masculino,2004/05,Luís Filipe Vieira,Futebol,Campeonato,SL Benfica
Masculino,2004/05,Luís Filipe Vieira,Futebol,Supertaça,FC Porto
Masculino,2004/05,Luís Filipe Vieira,Futebol,Taça,Outro
Masculino,2003/04,Luís Filipe Vieira,Futebol,Campeonato,FC Porto
Masculino,2003/04,Luís Filipe Vieira,Futebol,Supertaça,FC Porto
Masculino,2003/04,Luís Filipe Vieira,Futebol,Taça,SL Benfica
Masculino,2002/03,Manuel Vilarinho,Futebol,Campeonato,FC Porto
Masculino,2002/03,Manuel Vilarinho,Futebol,Supertaça,Sporting CP
Masculino,2002/03,Manuel Vilarinho,Futebol,Taça,FC Porto
Masculino,2002/03,Manuel Vilarinho,Futebol,Europa,FC Porto
Masculino,2001/02,Manuel Vilarinho,Futebol,Campeonato,Sporting CP
Masculino,2001/02,Manuel Vilarinho,Futebol,Supertaça,FC Porto
Masculino,2001/02,Manuel Vilarinho,Futebol,Taça,Sporting CP
Masculino,2000/01,Manuel Vilarinho,Futebol,Campeonato,Outro
Masculino,2000/01,Manuel Vilarinho,Futebol,Supertaça,Sporting CP
Masculino,2000/01,Manuel Vilarinho,Futebol,Taça,FC Porto
Masculino,2025/26,Rui Costa,Futsal,Campeonato,SL Benfica
Masculino,2025/26,Rui Costa,Futsal,Supertaça,Sporting CP
Masculino,2025/26,Rui Costa,Futsal,Outros,SL Benfica
Masculino,2025/26,Rui Costa,Futsal,Taça,SL Benfica
Masculino,2025/26,Rui Costa,Futsal,Europa,Sporting CP
Masculino,2024/25,Rui Costa,Futsal,Campeonato,SL Benfica
Masculino,2024/25,Rui Costa,Futsal,Supertaça,Outro
Masculino,2024/25,Rui Costa,Futsal,Outros,Sporting CP
Masculino,2024/25,Rui Costa,Futsal,Taça,Sporting CP
Masculino,2023/24,Rui Costa,Futsal,Campeonato,Sporting CP
Masculino,2023/24,Rui Costa,Futsal,Supertaça,SL Benfica
Masculino,2023/24,Rui Costa,Futsal,Outros,Sporting CP
Masculino,2023/24,Rui Costa,Futsal,Taça,Outro
Masculino,2022/23,Rui Costa,Futsal,Campeonato,Sporting CP
Masculino,2022/23,Rui Costa,Futsal,Supertaça,Sporting CP
Masculino,2022/23,Rui Costa,Futsal,Outros,SL Benfica
Masculino,2022/23,Rui Costa,Futsal,Taça,SL Benfica
Masculino,2021/22,Rui Costa,Futsal,Campeonato,Sporting CP
Masculino,2021/22,Rui Costa,Futsal,Supertaça,Sporting CP
Masculino,2021/22,Rui Costa,Futsal,Outros,Sporting CP
Masculino,2021/22,Rui Costa,Futsal,Taça,Sporting CP
Masculino,2020/21,Luís Filipe Vieira,Futsal,Campeonato,Sporting CP
Masculino,2020/21,Luís Filipe Vieira,Futsal,Supertaça,
Masculino,2020/21,Luís Filipe Vieira,Futsal,Outros,Sporting CP
Masculino,2020/21,Luís Filipe Vieira,Futsal,Taça,
Masculino,2020/21,Luís Filipe Vieira,Futsal,Europa,Sporting CP
Masculino,2019/20,Luís Filipe Vieira,Futsal,Campeonato,
Masculino,2019/20,Luís Filipe Vieira,Futsal,Supertaça,Sporting CP
Masculino,2019/20,Luís Filipe Vieira,Futsal,Outros,SL Benfica
Masculino,2019/20,Luís Filipe Vieira,Futsal,Taça,Sporting CP
Masculino,2018/19,Luís Filipe Vieira,Futsal,Campeonato,SL Benfica
Masculino,2018/19,Luís Filipe Vieira,Futsal,Supertaça,Sporting CP
Masculino,2018/19,Luís Filipe Vieira,Futsal,Outros,SL Benfica
Masculino,2018/19,Luís Filipe Vieira,Futsal,Taça,Sporting CP
Masculino,2018/19,Luís Filipe Vieira,Futsal,Europa,Sporting CP
Masculino,2017/18,Luís Filipe Vieira,Futsal,Campeonato,Sporting CP
Masculino,2017/18,Luís Filipe Vieira,Futsal,Supertaça,Sporting CP
Masculino,2017/18,Luís Filipe Vieira,Futsal,Outros,SL Benfica
Masculino,2017/18,Luís Filipe Vieira,Futsal,Taça,Sporting CP
Masculino,2016/17,Luís Filipe Vieira,Futsal,Campeonato,Sporting CP
Masculino,2016/17,Luís Filipe Vieira,Futsal,Supertaça,SL Benfica
Masculino,2016/17,Luís Filipe Vieira,Futsal,Outros,Sporting CP
Masculino,2016/17,Luís Filipe Vieira,Futsal,Taça,SL Benfica
Masculino,2015/16,Luís Filipe Vieira,Futsal,Campeonato,Sporting CP
Masculino,2015/16,Luís Filipe Vieira,Futsal,Supertaça,SL Benfica
Masculino,2015/16,Luís Filipe Vieira,Futsal,Outros,Sporting CP
Masculino,2015/16,Luís Filipe Vieira,Futsal,Taça,Sporting CP
Masculino,2014/15,Luís Filipe Vieira,Futsal,Campeonato,SL Benfica
Masculino,2014/15,Luís Filipe Vieira,Futsal,Supertaça,Sporting CP
Masculino,2014/15,Luís Filipe Vieira,Futsal,Taça,SL Benfica
Masculino,2013/14,Luís Filipe Vieira,Futsal,Campeonato,Sporting CP
Masculino,2013/14,Luís Filipe Vieira,Futsal,Supertaça,Sporting CP
Masculino,2013/14,Luís Filipe Vieira,Futsal,Taça,Outro
Masculino,2012/13,Luís Filipe Vieira,Futsal,Campeonato,Sporting CP
Masculino,2012/13,Luís Filipe Vieira,Futsal,Supertaça,SL Benfica
Masculino,2012/13,Luís Filipe Vieira,Futsal,Taça,Sporting CP
Masculino,2011/12,Luís Filipe Vieira,Futsal,Campeonato,SL Benfica
Masculino,2011/12,Luís Filipe Vieira,Futsal,Supertaça,SL Benfica
Masculino,2011/12,Luís Filipe Vieira,Futsal,Taça,SL Benfica
Masculino,2010/11,Luís Filipe Vieira,Futsal,Campeonato,Sporting CP
Masculino,2010/11,Luís Filipe Vieira,Futsal,Supertaça,Sporting CP
Masculino,2010/11,Luís Filipe Vieira,Futsal,Taça,Sporting CP
Masculino,2009/10,Luís Filipe Vieira,Futsal,Campeonato,Sporting CP
Masculino,2009/10,Luís Filipe Vieira,Futsal,Supertaça,SL Benfica
Masculino,2009/10,Luís Filipe Vieira,Futsal,Taça,Outro
Masculino,2009/10,Luís Filipe Vieira,Futsal,Europa,SL Benfica
Masculino,2008/09,Luís Filipe Vieira,Futsal,Campeonato,SL Benfica
Masculino,2008/09,Luís Filipe Vieira,Futsal,Supertaça,Sporting CP
Masculino,2008/09,Luís Filipe Vieira,Futsal,Taça,SL Benfica
Masculino,2007/08,Luís Filipe Vieira,Futsal,Campeonato,SL Benfica
Masculino,2007/08,Luís Filipe Vieira,Futsal,Supertaça,SL Benfica
Masculino,2007/08,Luís Filipe Vieira,Futsal,Taça,Sporting CP
Masculino,2006/07,Luís Filipe Vieira,Futsal,Campeonato,SL Benfica
Masculino,2006/07,Luís Filipe Vieira,Futsal,Supertaça,SL Benfica
Masculino,2006/07,Luís Filipe Vieira,Futsal,Taça,SL Benfica
Masculino,2005/06,Luís Filipe Vieira,Futsal,Campeonato,Sporting CP
Masculino,2005/06,Luís Filipe Vieira,Futsal,Supertaça,Outro
Masculino,2005/06,Luís Filipe Vieira,Futsal,Taça,Sporting CP
Masculino,2004/05,Luís Filipe Vieira,Futsal,Campeonato,SL Benfica
Masculino,2004/05,Luís Filipe Vieira,Futsal,Supertaça,Sporting CP
Masculino,2004/05,Luís Filipe Vieira,Futsal,Taça,SL Benfica
Masculino,2003/04,Luís Filipe Vieira,Futsal,Campeonato,Sporting CP
Masculino,2003/04,Luís Filipe Vieira,Futsal,Supertaça,SL Benfica
Masculino,2003/04,Luís Filipe Vieira,Futsal,Taça,Outro
Masculino,2002/03,Manuel Vilarinho,Futsal,Campeonato,SL Benfica
Masculino,2002/03,Manuel Vilarinho,Futsal,Supertaça,Outro
Masculino,2002/03,Manuel Vilarinho,Futsal,Taça,SL Benfica
Masculino,2001/02,Manuel Vilarinho,Futsal,Campeonato,Outro
Masculino,2001/02,Manuel Vilarinho,Futsal,Supertaça,Sporting CP
Masculino,2001/02,Manuel Vilarinho,Futsal,Taça,Outro
Masculino,2000/01,Manuel Vilarinho,Futsal,Campeonato,Sporting CP
Masculino,2000/01,Manuel Vilarinho,Futsal,Supertaça,Outro
Masculino,2000/01,Manuel Vilarinho,Futsal,Taça,Outro
Masculino,2025/26,Rui Costa,Hóquei em Patins,Campeonato,SL Benfica
Masculino,2025/26,Rui Costa,Hóquei em Patins,Outros,SL Benfica
Masculino,2025/26,Rui Costa,Hóquei em Patins,Supertaça,Sporting CP
Masculino,2025/26,Rui Costa,Hóquei em Patins,Taça,Sporting CP
Masculino,2025/26,Rui Costa,Hóquei em Patins,Europa,FC Porto
Masculino,2025/26,Rui Costa,Hóquei em Patins,Europa,Outro
Masculino,2025/26,Rui Costa,Hóquei em Patins,Europa,Outro
Masculino,2024/25,Rui Costa,Hóquei em Patins,Campeonato,FC Porto
Masculino,2024/25,Rui Costa,Hóquei em Patins,Outros,SL Benfica
Masculino,2024/25,Rui Costa,Hóquei em Patins,Supertaça,Outro
Masculino,2024/25,Rui Costa,Hóquei em Patins,Taça,Sporting CP
Masculino,2024/25,Rui Costa,Hóquei em Patins,Europa,Outro
Masculino,2024/25,Rui Costa,Hóquei em Patins,Europa,Outro
Masculino,2023/24,Rui Costa,Hóquei em Patins,Campeonato,FC Porto
Masculino,2023/24,Rui Costa,Hóquei em Patins,Outros,SL Benfica
Masculino,2023/24,Rui Costa,Hóquei em Patins,Supertaça,SL Benfica
Masculino,2023/24,Rui Costa,Hóquei em Patins,Taça,FC Porto
Masculino,2023/24,Rui Costa,Hóquei em Patins,Europa,Sporting CP
Masculino,2023/24,Rui Costa,Hóquei em Patins,Europa,FC Porto
Masculino,2022/23,Rui Costa,Hóquei em Patins,Campeonato,SL Benfica
Masculino,2022/23,Rui Costa,Hóquei em Patins,Outros,FC Porto
Masculino,2022/23,Rui Costa,Hóquei em Patins,Supertaça,SL Benfica
Masculino,2022/23,Rui Costa,Hóquei em Patins,Taça,Outro
Masculino,2022/23,Rui Costa,Hóquei em Patins,Europa,FC Porto
Masculino,2022/23,Rui Costa,Hóquei em Patins,Europa,Outro
Masculino,2021/22,Rui Costa,Hóquei em Patins,Campeonato,FC Porto
Masculino,2021/22,Rui Costa,Hóquei em Patins,Outros,Outro
Masculino,2021/22,Rui Costa,Hóquei em Patins,Supertaça,
Masculino,2021/22,Rui Costa,Hóquei em Patins,Taça,FC Porto
Masculino,2021/22,Rui Costa,Hóquei em Patins,Europa,Sporting CP
Masculino,2021/22,Rui Costa,Hóquei em Patins,Europa,FC Porto
Masculino,2021/22,Rui Costa,Hóquei em Patins,Europa,Sporting CP
Masculino,2020/21,Luís Filipe Vieira,Hóquei em Patins,Campeonato,Sporting CP
Masculino,2020/21,Luís Filipe Vieira,Hóquei em Patins,Europa,Sporting CP
Masculino,2020/21,Luís Filipe Vieira,Hóquei em Patins,Supertaça,
Masculino,2020/21,Luís Filipe Vieira,Hóquei em Patins,Taça,
Masculino,2020/21,Luís Filipe Vieira,Hóquei em Patins,Europa,
Masculino,2020/21,Luís Filipe Vieira,Hóquei em Patins,Europa,
Masculino,2019/20,Luís Filipe Vieira,Hóquei em Patins,Campeonato,
Masculino,2019/20,Luís Filipe Vieira,Hóquei em Patins,Europa,
Masculino,2019/20,Luís Filipe Vieira,Hóquei em Patins,Supertaça,FC Porto
Masculino,2019/20,Luís Filipe Vieira,Hóquei em Patins,Taça,
Masculino,2019/20,Luís Filipe Vieira,Hóquei em Patins,Europa,
Masculino,2019/20,Luís Filipe Vieira,Hóquei em Patins,Europa,Sporting CP
Masculino,2018/19,Luís Filipe Vieira,Hóquei em Patins,Campeonato,FC Porto
Masculino,2018/19,Luís Filipe Vieira,Hóquei em Patins,Europa,Sporting CP
Masculino,2018/19,Luís Filipe Vieira,Hóquei em Patins,Supertaça,FC Porto
Masculino,2018/19,Luís Filipe Vieira,Hóquei em Patins,Taça,Outro
Masculino,2017/18,Luís Filipe Vieira,Hóquei em Patins,Campeonato,Sporting CP
Masculino,2017/18,Luís Filipe Vieira,Hóquei em Patins,Supertaça,FC Porto
Masculino,2017/18,Luís Filipe Vieira,Hóquei em Patins,Taça,FC Porto
Masculino,2017/18,Luís Filipe Vieira,Hóquei em Patins,Europa,SL Benfica
Masculino,2017/18,Luís Filipe Vieira,Hóquei em Patins,Europa,Outro
Masculino,2016/17,Luís Filipe Vieira,Hóquei em Patins,Campeonato,FC Porto
Masculino,2016/17,Luís Filipe Vieira,Hóquei em Patins,Europa,Outro
Masculino,2016/17,Luís Filipe Vieira,Hóquei em Patins,Supertaça,FC Porto
Masculino,2016/17,Luís Filipe Vieira,Hóquei em Patins,Taça,FC Porto
Masculino,2016/17,Luís Filipe Vieira,Hóquei em Patins,Europa,SL Benfica
Masculino,2015/16,Luís Filipe Vieira,Hóquei em Patins,Campeonato,SL Benfica
Masculino,2015/16,Luís Filipe Vieira,Hóquei em Patins,Europa,Outro
Masculino,2015/16,Luís Filipe Vieira,Hóquei em Patins,Europa,SL Benfica
Masculino,2015/16,Luís Filipe Vieira,Hóquei em Patins,Supertaça,Sporting CP
Masculino,2015/16,Luís Filipe Vieira,Hóquei em Patins,Taça,FC Porto
Masculino,2015/16,Luís Filipe Vieira,Hóquei em Patins,Europa,
Masculino,2014/15,Luís Filipe Vieira,Hóquei em Patins,Campeonato,SL Benfica
Masculino,2014/15,Luís Filipe Vieira,Hóquei em Patins,Europa,Sporting CP
Masculino,2014/15,Luís Filipe Vieira,Hóquei em Patins,Supertaça,Outro
Masculino,2014/15,Luís Filipe Vieira,Hóquei em Patins,Taça,SL Benfica
Masculino,2013/14,Luís Filipe Vieira,Hóquei em Patins,Campeonato,Outro
Masculino,2013/14,Luís Filipe Vieira,Hóquei em Patins,Supertaça,FC Porto
Masculino,2013/14,Luís Filipe Vieira,Hóquei em Patins,Taça,SL Benfica
Masculino,2013/14,Luís Filipe Vieira,Hóquei em Patins,Europa,SL Benfica
Masculino,2013/14,Luís Filipe Vieira,Hóquei em Patins,Europa,SL Benfica
Masculino,2012/13,Luís Filipe Vieira,Hóquei em Patins,Campeonato,FC Porto
Masculino,2012/13,Luís Filipe Vieira,Hóquei em Patins,Europa,SL Benfica
Masculino,2012/13,Luís Filipe Vieira,Hóquei em Patins,Supertaça,SL Benfica
Masculino,2012/13,Luís Filipe Vieira,Hóquei em Patins,Taça,FC Porto
Masculino,2011/12,Luís Filipe Vieira,Hóquei em Patins,Campeonato,SL Benfica
Masculino,2011/12,Luís Filipe Vieira,Hóquei em Patins,Supertaça,FC Porto
Masculino,2011/12,Luís Filipe Vieira,Hóquei em Patins,Taça,Outro
Masculino,2011/12,Luís Filipe Vieira,Hóquei em Patins,Europa,SL Benfica
Masculino,2010/11,Luís Filipe Vieira,Hóquei em Patins,Campeonato,FC Porto
Masculino,2010/11,Luís Filipe Vieira,Hóquei em Patins,Europa,SL Benfica
Masculino,2010/11,Luís Filipe Vieira,Hóquei em Patins,Supertaça,SL Benfica
Masculino,2010/11,Luís Filipe Vieira,Hóquei em Patins,Taça,Outro
Masculino,2009/10,Luís Filipe Vieira,Hóquei em Patins,Campeonato,FC Porto
Masculino,2009/10,Luís Filipe Vieira,Hóquei em Patins,Supertaça,FC Porto
Masculino,2009/10,Luís Filipe Vieira,Hóquei em Patins,Taça,SL Benfica
Masculino,2008/09,Luís Filipe Vieira,Hóquei em Patins,Campeonato,FC Porto
Masculino,2008/09,Luís Filipe Vieira,Hóquei em Patins,Supertaça,FC Porto
Masculino,2008/09,Luís Filipe Vieira,Hóquei em Patins,Taça,FC Porto
Masculino,2007/08,Luís Filipe Vieira,Hóquei em Patins,Campeonato,FC Porto
Masculino,2007/08,Luís Filipe Vieira,Hóquei em Patins,Supertaça,FC Porto
Masculino,2007/08,Luís Filipe Vieira,Hóquei em Patins,Taça,FC Porto
Masculino,2006/07,Luís Filipe Vieira,Hóquei em Patins,Campeonato,FC Porto
Masculino,2006/07,Luís Filipe Vieira,Hóquei em Patins,Supertaça,FC Porto
Masculino,2006/07,Luís Filipe Vieira,Hóquei em Patins,Taça,Outro
Masculino,2005/06,Luís Filipe Vieira,Hóquei em Patins,Campeonato,FC Porto
Masculino,2005/06,Luís Filipe Vieira,Hóquei em Patins,Supertaça,FC Porto
Masculino,2005/06,Luís Filipe Vieira,Hóquei em Patins,Taça,FC Porto
Masculino,2004/05,Luís Filipe Vieira,Hóquei em Patins,Campeonato,FC Porto
Masculino,2004/05,Luís Filipe Vieira,Hóquei em Patins,Supertaça,Outro
Masculino,2004/05,Luís Filipe Vieira,Hóquei em Patins,Taça,FC Porto
Masculino,2003/04,Luís Filipe Vieira,Hóquei em Patins,Campeonato,FC Porto
Masculino,2003/04,Luís Filipe Vieira,Hóquei em Patins,Supertaça,Outro
