GÉNERO,ÉPOCA,PRESIDENTE,MODALIDADE,COMPETIÇÃO,VENCEDOR
Masculino,2003/04,Luís Filipe Vieira,Hóquei em Patins,Taça,Outro
Masculino,2002/03,Manuel Vilarinho,Hóquei em Patins,Campeonato,FC Porto
Masculino,2002/03,Manuel Vilarinho,Hóquei em Patins,Supertaça,SL Benfica
Masculino,2002/03,Manuel Vilarinho,Hóquei em Patins,Taça,Outro
Masculino,2001/02,Manuel Vilarinho,Hóquei em Patins,Campeonato,FC Porto
Masculino,2001/02,Manuel Vilarinho,Hóquei em Patins,Supertaça,SL Benfica
Masculino,2001/02,Manuel Vilarinho,Hóquei em Patins,Taça,SL Benfica
Masculino,2000/01,Manuel Vilarinho,Hóquei em Patins,Campeonato,Outro
Masculino,2000/01,Manuel Vilarinho,Hóquei em Patins,Supertaça,FC Porto
Masculino,2000/01,Manuel Vilarinho,Hóquei em Patins,Taça,SL Benfica
Masculino,2025/26,Rui Costa,Voleibol,Campeonato,Sporting CP
Masculino,2025/26,Rui Costa,Voleibol,Supertaça,Sporting CP
Masculino,2025/26,Rui Costa,Voleibol,Taça,Sporting CP
Masculino,2024/25,Rui Costa,Voleibol,Campeonato,Sporting CP
Masculino,2024/25,Rui Costa,Voleibol,Supertaça,Sporting CP
Masculino,2024/25,Rui Costa,Voleibol,Taça,SL Benfica
Masculino,2024/25,Rui Costa,Voleibol,Supertaça,Sporting CP
Masculino,2023/24,Rui Costa,Voleibol,Campeonato,SL Benfica
Masculino,2023/24,Rui Costa,Voleibol,Supertaça,SL Benfica
Masculino,2023/24,Rui Costa,Voleibol,Taça,Sporting CP
Masculino,2022/23,Rui Costa,Voleibol,Campeonato,SL Benfica
Masculino,2022/23,Rui Costa,Voleibol,Supertaça,Outro
Masculino,2022/23,Rui Costa,Voleibol,Taça,SL Benfica
Masculino,2021/22,Rui Costa,Voleibol,Campeonato,SL Benfica
Masculino,2021/22,Rui Costa,Voleibol,Supertaça,SL Benfica
Masculino,2021/22,Rui Costa,Voleibol,Taça,SL Benfica
Masculino,2020/21,Luís Filipe Vieira,Voleibol,Campeonato,SL Benfica
Masculino,2020/21,Luís Filipe Vieira,Voleibol,Supertaça,SL Benfica
Masculino,2020/21,Luís Filipe Vieira,Voleibol,Taça,Sporting CP
Masculino,2019/20,Luís Filipe Vieira,Voleibol,Campeonato,
Masculino,2019/20,Luís Filipe Vieira,Voleibol,Supertaça,SL Benfica
Masculino,2019/20,Luís Filipe Vieira,Voleibol,Taça,
Masculino,2018/19,Luís Filipe Vieira,Voleibol,Campeonato,SL Benfica
Masculino,2018/19,Luís Filipe Vieira,Voleibol,Supertaça,SL Benfica
Masculino,2018/19,Luís Filipe Vieira,Voleibol,Taça,SL Benfica
Masculino,2017/18,Luís Filipe Vieira,Voleibol,Campeonato,Sporting CP
Masculino,2017/18,Luís Filipe Vieira,Voleibol,Supertaça,Outro
Masculino,2017/18,Luís Filipe Vieira,Voleibol,Taça,SL Benfica
Masculino,2016/17,Luís Filipe Vieira,Voleibol,Campeonato,SL Benfica
Masculino,2016/17,Luís Filipe Vieira,Voleibol,Supertaça,SL Benfica
Masculino,2016/17,Luís Filipe Vieira,Voleibol,Taça,Outro
Masculino,2015/16,Luís Filipe Vieira,Voleibol,Campeonato,Outro
Masculino,2015/16,Luís Filipe Vieira,Voleibol,Supertaça,SL Benfica
Masculino,2015/16,Luís Filipe Vieira,Voleibol,Taça,SL Benfica
Masculino,2014/15,Luís Filipe Vieira,Voleibol,Campeonato,SL Benfica
Masculino,2014/15,Luís Filipe Vieira,Voleibol,Supertaça,SL Benfica
Masculino,2014/15,Luís Filipe Vieira,Voleibol,Taça,SL Benfica
Masculino,2013/14,Luís Filipe Vieira,Voleibol,Campeonato,SL Benfica
Masculino,2013/14,Luís Filipe Vieira,Voleibol,Supertaça,SL Benfica
Masculino,2013/14,Luís Filipe Vieira,Voleibol,Taça,Outro
Masculino,2012/13,Luís Filipe Vieira,Voleibol,Campeonato,SL Benfica
Masculino,2012/13,Luís Filipe Vieira,Voleibol,Supertaça,SL Benfica
Masculino,2012/13,Luís Filipe Vieira,Voleibol,Taça,Outro
Masculino,2011/12,Luís Filipe Vieira,Voleibol,Campeonato,Outro
Masculino,2011/12,Luís Filipe Vieira,Voleibol,Supertaça,SL Benfica
Masculino,2011/12,Luís Filipe Vieira,Voleibol,Taça,SL Benfica
Masculino,2010/11,Luís Filipe Vieira,Voleibol,Campeonato,Outro
Masculino,2010/11,Luís Filipe Vieira,Voleibol,Supertaça,Outro
Masculino,2010/11,Luís Filipe Vieira,Voleibol,Taça,SL Benfica
Masculino,2009/10,Luís Filipe Vieira,Voleibol,Campeonato,Outro
Masculino,2009/10,Luís Filipe Vieira,Voleibol,Supertaça,
Masculino,2009/10,Luís Filipe Vieira,Voleibol,Taça,Outro
Masculino,2008/09,Luís Filipe Vieira,Voleibol,Campeonato,Outro
Masculino,2008/09,Luís Filipe Vieira,Voleibol,Supertaça,
Masculino,2008/09,Luís Filipe Vieira,Voleibol,Taça,Outro
Masculino,2007/08,Luís Filipe Vieira,Voleibol,Campeonato,Outro
Masculino,2007/08,Luís Filipe Vieira,Voleibol,Supertaça,
Masculino,2007/08,Luís Filipe Vieira,Voleibol,Taça,Outro
Masculino,2006/07,Luís Filipe Vieira,Voleibol,Campeonato,Outro
Masculino,2006/07,Luís Filipe Vieira,Voleibol,Supertaça,
Masculino,2006/07,Luís Filipe Vieira,Voleibol,Taça,SL Benfica
Masculino,2005/06,Luís Filipe Vieira,Voleibol,Campeonato,Outro
Masculino,2005/06,Luís Filipe Vieira,Voleibol,Supertaça,
Masculino,2005/06,Luís Filipe Vieira,Voleibol,Taça,SL Benfica
Masculino,2004/05,Luís Filipe Vieira,Voleibol,Campeonato,SL Benfica
Masculino,2004/05,Luís Filipe Vieira,Voleibol,Supertaça,
Masculino,2004/05,Luís Filipe Vieira,Voleibol,Taça,SL Benfica
Masculino,2003/04,Luís Filipe Vieira,Voleibol,Campeonato,Outro
Masculino,2003/04,Luís Filipe Vieira,Voleibol,Supertaça,
Masculino,2003/04,Luís Filipe Vieira,Voleibol,Taça,Outro
Masculino,2002/03,Manuel Vilarinho,Voleibol,Campeonato,Outro
Masculino,2002/03,Manuel Vilarinho,Voleibol,Supertaça,
Masculino,2002/03,Manuel Vilarinho,Voleibol,Taça,Outro
Masculino,2001/02,Manuel Vilarinho,Voleibol,Campeonato,Outro
Masculino,2001/02,Manuel Vilarinho,Voleibol,Supertaça,
Masculino,2001/02,Manuel Vilarinho,Voleibol,Taça,Outro
Masculino,2000/01,Manuel Vilarinho,Voleibol,Campeonato,Outro
Masculino,2000/01,Manuel Vilarinho,Voleibol,Supertaça,Outro
Masculino,2000/01,Manuel Vilarinho,Voleibol,Taça,Outro
